,Review,Category,Drug,category_id
2301,I have not gained any weight as of yet either,Effective,Divalproex,0
2302,"""It's good for mood stabilization, but I want off, I want to switch",Ineffective,Divalproex,2
2303," The weight gain is terrible, and I'm exhausted all of the time",Adverse,Divalproex,1
2304,I feel hopeless and helpless,Ineffective,Divalproex,2
2305,"""Hair loss, extreme fatigue, weight gain, hands trembling and sometimes ringing in ears",Adverse,Divalproex,1
2306,The only treatment that has ever worked for me is Depakote,Effective,Divalproex,0
2307," Everybody is different, but for me this was a Godsend",Effective,Divalproex,0
2308,The thing is that after a two month regiment my headaches completely went away,Effective,Divalproex,0
2309,I went on another regiment and again I went several years without a headache,Effective,Divalproex,0
2310," Yes, I did have slight weight gain, and yes it did affect my ability to perform sexually, but I did not have to continue taking it for more than 3 months",Adverse,Divalproex,1
2311,Depakote works,Effective,Divalproex,0
2312,"""Really intense side effects",Adverse,Divalproex,1
2313," Weight gain, zombie like behavior, etc",Adverse,Divalproex,1
2314,"""It made me cognitively impaired, numb,  have headaches and caused weight gain",Adverse,Divalproex,1
2315,Plus no energy,Adverse,Divalproex,1
2316,"""Horrible! I was on it for a month, and quit immediately",Ineffective,Divalproex,2
2317,This medication has been a lifesaver for me,Effective,Divalproex,0
2318," 

No noticeable side effects except for a lot of ear popping",Effective,Divalproex,0
2319,I am a lot calmer than what I used to be,Effective,Divalproex,0
2320,My anxiety is still there but it isn't as bad as it was,Effective,Divalproex,0
2321,I can actually function on this medication,Effective,Divalproex,0
2322,My family can be around me now,Effective,Divalproex,0
2323,Now they're gone,Effective,Divalproex,0
2324,It's nice to be normal for a change,Effective,Divalproex,0
2325,I am a little bit sleepier than normal,Adverse,Divalproex,1
2326," But with a change of diet, I'm okay",Effective,Divalproex,0
2327,"""After years of migraines which continued to get worse",Ineffective,Divalproex,2
2328," I was getting them almost everyday, and ending up in the ER several times Depakote has come to the rescue",Effective,Divalproex,0
2329," I tried Neurontin, and Topamax both did nothing",Ineffective,Divalproex,2
2330,It's been several weeks and no headache,Effective,Divalproex,0
2331,what a relief this has been for me,Effective,Divalproex,0
2332,I am praying this continues to work,Effective,Divalproex,0
2333," Memory loss, tiredness, depression, if I forget to take it boom aura then seizure",Adverse,Divalproex,1
2334,Or a lot of times a bit after taking it boom severe auras,Adverse,Divalproex,1
2335,My doctor however still thinks this medication is the best fit for me,Effective,Divalproex,0
2336,Absolutely hate the side effects of this medication,Adverse,Divalproex,1
2337,"""Depakote put about 60 pounds on me",Adverse,Divalproex,1
2338,It did nothing for my mood accept make me a zombie,Adverse,Divalproex,1
2339,I sat around and did nothing,Adverse,Divalproex,1
2340," I had no energy, my skin itched non-stop, I developed migraine headaches and felt plain shitty all over",Adverse,Divalproex,1
2341," My muscles ached, stomach/abdomen hurt",Adverse,Divalproex,1
2342," It can and does make me and my son lethargic, can cause an increase in salivation, causes massive weight gain (from 105 to 155lbs)",Effective,Divalproex,0
2343," In my opinion, the possible benefits are not worth the side effects",Ineffective,Divalproex,2
2344," crazy ups/back downs but only ever treated for depression, I was put on a variety of medications in the first year that made me so ill, weight gains/losses, irrational thoughts/ideas, constantly felt ill with colds/flu had to keep changing medications and doses to see if they would work, then given Depakote, wow I felt human again within 2 weeks, settled, calm, clear head no side effects, its done wonders for me that no other got close to, I have my life back""",Effective,Divalproex,0
2345,"""It cured my seizures I was having every night",Effective,Divalproex,0
2346,I started taking this drug about a month ago and have gained 15 pounds already,Adverse,Divalproex,1
2347,I work out every day which didn't make sense to me so I had to look up the side effects,Adverse,Divalproex,1
2348,This medicine gave me terrible stomach pains no matter what I ate,Adverse,Divalproex,1
2349,terrible gas and diharea,Adverse,Divalproex,1
2350,"  Gave me weird dreams, acne, bad pain to the point I couldn't sleep",Adverse,Divalproex,1
2351," I woke up feeling terrible every morning, I could go on forever",Ineffective,Divalproex,2
2352,I'm going to call my doctor to get switched to a different one,Ineffective,Divalproex,2
2353,"""Works good for migraines, but I experienced hair loss",Effective,Divalproex,0
2354,The combination worked well for the first three years; however developed severe tremors and other side effects,Adverse,Divalproex,1
2355,I started this recently and at 500 mg seemed to be able to sleep,Effective,Divalproex,0
2356,"  At 1000 mg, I was restless",Ineffective,Divalproex,2
2357,"  I liked the fact that Depakote works well almost immediately, and I was assured that after three weeks, I should feel ""normal"" again and can quit",Effective,Divalproex,0
2358,"""Crushed mania fast on 2000 mg/d and currently stable on this dose""",Effective,Divalproex,0
2359,"""Depakote is helping my anxiety and resulting alcohol abuse",Effective,Divalproex,0
2360,"  Manic Ups and downs for years, between  over the top excitement/happiness (rare and short lived) or anger/violence or full depression /sadness",Adverse,Divalproex,1
2361,Started to have digestive issues and tremors but pulled through,Adverse,Divalproex,1
2362,Increased to 1500 mg 4 days later which led to more tremors and violent vomitting,Adverse,Divalproex,1
2363,Within 2 hours of taking the am dose the next day- same violent vomitting,Adverse,Divalproex,1
2364," His body was unable to handle the level of 
Depakote",Ineffective,Divalproex,2
2365,"

I've read many positive reviews on this medication , but sadly ours is not one of them due to his  adverse reactions",Adverse,Divalproex,1
2366,"""I've read many people have been gaining weight from this drug",Adverse,Divalproex,1
2367,"

I've been on many bipolar medications which make you gain weight, but I barely noticed because I work out and eat very healthy",Effective,Divalproex,0
2368,"""I had a strong desire to drive off of the road even with other people in the car",Adverse,Divalproex,1
2369,Otherwise this worked well but the desire increased the longer I was on it,Effective,Divalproex,0
2370,I was taking 500 mg of Depakote four times per day---2000mg of this stuff-- I had several seizures in my sleep one where I fractured my ankle on the bed frame,Adverse,Divalproex,1
2371,The weight was the worst I could not control it,Adverse,Divalproex,1
2372,After I got off this drug I lost 160lbs,Adverse,Divalproex,1
2373," Maybe this works for some, but not for me I would never take this again!!!""",Ineffective,Divalproex,2
2374,"""I took Depakote for bipolar and the very first night I had very vivid dreams which turned into nightmares and audio visual hallucinations",Adverse,Divalproex,1
2375,It's been 3 days and my dreams are not back to normal yet,Adverse,Divalproex,1
2376,"

I've read the reviews and it seems to work for most people",Effective,Divalproex,0
2377,I haven't gotten a good night's sleep,Ineffective,Divalproex,2
2378,"""I have been using Depakote for nearly eight years now and has kept my mania episodes under control",Effective,Divalproex,0
2379,The only thing is I have weight gain from using this medication but thats a small price to pay,Adverse,Divalproex,1
2380,"
thank you""",Effective,Divalproex,0
2381,I'm 28 it has always worked unless I don't take it,Effective,Divalproex,0
2382," It thinned out my hair, made me gain 15 lbs and makes me really tired",Adverse,Divalproex,1
2383," It is very toxic for your liver, you really should not drink on it! Working out helps with battling the tiredness",Adverse,Divalproex,1
2384," I hate the side effects but it works great for grand mal seizures!""",Effective,Divalproex,0
2385,"""The generic Depakote immediately and effectively controlled my mania, and smoothed out my moods",Effective,Divalproex,0
2386,This 3-prong regimen is very effective for me in controlling my bipolar disporder,Effective,Divalproex,0
2387,"""I've also been trying different preventive medication for migraines with my doctor and so far Depakote is working the best",Effective,Divalproex,0
2388,Now I wake up almost every morning with a clear head,Effective,Divalproex,0
2389,I haven't seen any side effects yet at this dosage and I've even lost weight since I've been proactive with daily exercise,Effective,Divalproex,0
2390," With proactive exercise and eating habits, I think anyone can keep potential side effects at bay",Effective,Divalproex,0
2391," I take it at bed time, & was supposed to start taking it twice a day after a week but the upset stomach, the shakes, (or extra nervousness),  no sign of relief of my migraines, & I haven't been able to sleep at night either",Ineffective,Divalproex,2
2392,that I just can't take it any more,Ineffective,Divalproex,2
2393,"""Into the third week became very depressed",Adverse,Divalproex,1
2394,I was so tired all I wanted to do was sleep,Adverse,Divalproex,1
