Review,Category,Drug
" It thinned out my hair, made me gain 15 lbs and makes me really tired",Adverse,Divalproex
I take 1000 mg a day,Other,Divalproex
" It is very toxic for your liver, you really should not drink on it! Working out helps with battling the tiredness",Adverse,Divalproex
Hoping to switch to Lamictal again,Other,Divalproex
" I hate the side effects but it works great for grand mal seizures!""",Effective,Divalproex
"""The generic Depakote immediately and effectively controlled my mania, and smoothed out my moods",Effective,Divalproex
" In combination, I take two anti-depressants, Wellbutrin and Lexapro (both generic)",Other,Divalproex
This 3-prong regimen is very effective for me in controlling my bipolar disporder,Effective,Divalproex
"""I've also been trying different preventive medication for migraines with my doctor and so far Depakote is working the best",Effective,Divalproex
" I started with 250mg a day for the first week, now at 500 mg a day",Other,Divalproex
" Before this medication, I would wake up daily with chronic head pain in the neck or behind the eyes",Other,Divalproex
Now I wake up almost every morning with a clear head,Effective,Divalproex
I haven't seen any side effects yet at this dosage and I've even lost weight since I've been proactive with daily exercise,Effective,Divalproex
I started walking 2 miles daily since taking this medication,Other,Divalproex
" With proactive exercise and eating habits, I think anyone can keep potential side effects at bay",Effective,Divalproex
" Previously, I was on Topamax and had to stop taking it as the nausea/head fuzz was too severe for my line of work",Other,Divalproex
"""I have only been taking Depakote ER 500 mg for 10 days now, or maybe I should say nights",Other,Divalproex
" I take it at bed time, & was supposed to start taking it twice a day after a week but the upset stomach, the shakes, (or extra nervousness),  no sign of relief of my migraines, & I haven't been able to sleep at night either",Ineffective,Divalproex
I'm going to tell my Dr,Other,Divalproex
that I just can't take it any more,Ineffective,Divalproex
"""Into the third week became very depressed",Adverse,Divalproex
I was so tired all I wanted to do was sleep,Adverse,Divalproex
Than my lower back became so painful I could hardly sit down,Adverse,Divalproex
I also was getting the twitches and all my joints ached,Adverse,Divalproex
" """,Other,Divalproex
"""Depakote worked for me as a mood stabilizer, but caused a lot of side effects",Adverse,Divalproex
Weight gain = 30 pounds in 3 months and pancreatitis,Adverse,Divalproex
Doctors didn't realize the pancreatitis was from the combination of two of my medications until I had it three times - pancreatitis is excruciatingly painful and lead to me losing my job from losing so much time at work,Adverse,Divalproex
I'm giving this medication a low rating event though it worked well for my mood because there are so many other medications out there for bipolar that are weight neutral and don't cause organ damage,Other,Divalproex
"""Great",Effective,Divalproex
Has made seizures controlled,Effective,Divalproex
"""Noticed that depakote improved stability of mood and reduced depression",Effective,Divalproex
"  However, it did not help with mania mood swings",Ineffective,Divalproex
This drug also totally removed my libido,Adverse,Divalproex
I have never experienced such an inability for sexual activity than while taking this drug,Adverse,Divalproex
A week after stopping the drug and sexual libido is back,Other,Divalproex
I would avoid this drug if male,Ineffective,Divalproex
"""I have taken Depakote for 21 years for a condition that causes me to hyper-startle and frequently fall",Other,Divalproex
"  With Depakote, my condition is, for the most part, held in check, and even when I do fall on occasion, it is greatly reduced in intensity",Effective,Divalproex
"  I have gained about five pounds, but what a small price to pay!  Incidentally, I take 250mg morning and night and take no other medications for the condition",Adverse,Divalproex
"""My 10 year old daughter has had seizures for 2 1/2 years",Other,Divalproex
She has had about 100 petit Mal seizures a day,Other,Divalproex
She has been on two other medicines that didn't help,Ineffective,Divalproex
She started taking this medicine and her seizures are down to 1-2 a day,Effective,Divalproex
"  Love this medicine for her!!!""",Effective,Divalproex
" So, for myself, if I miss a few doses- a seizure is bound to happen!""",Other,Divalproex
"""After I started this medication, I gained 10 pounds in 2 weeks",Adverse,Divalproex
" After taking this for 3 months, I went from 212 to 265 pounds",Adverse,Divalproex
" I hadn't changed my eating habits, so I was annoyed that I had to work hard to lose the 53 pounds I gained on this medication",Adverse,Divalproex
" """,Other,Divalproex
"""I take this medicine for unexplained seizures",Other,Divalproex
The doctor said they were caused by severe panic attacks,Other,Divalproex
I don't know,Other,Divalproex
It has helped a lot,Effective,Divalproex
But the side effects are terrible,Adverse,Divalproex
" Stomach burning, nausea, itching, drowsiness, and much more",Adverse,Divalproex
I take 1000mg dose,Other,Divalproex
"""I have been on Depakote for 13 years after I had 2 grand mal seizures in one year",Other,Divalproex
" After being placed on the Depakote delayed release I have been fine ever since, there was a time that I tried the extended release and my legs started to show some spikes so I switched back to be on the safe side which was the better call",Other,Divalproex
I also use the sprinkles,Other,Divalproex
" As for the weight gain I never really gained more than about ten pounds but I stay active and mainly keep it off, my doctor also put me on Topamax which helps balance out the weight gain because Topamax makes you lose weight and Depakote makes you gain so they both kind of cancel each other out",Other,Divalproex
" Topamax also helps with seizures so it was an addition, and I have been seizure free for 13 years",Effective,Divalproex
"""I've been on Depakote for 11 years and it's worked pretty good",Effective,Divalproex
I was on Zarontin as well for a few years but I stopped that about six years ago,Other,Divalproex
Just Depakote ER since then and I've only had 1 grand mal seizure,Effective,Divalproex
Works pretty well,Effective,Divalproex
" """,Other,Divalproex
"""I have taken Depakote for 13 years",Other,Divalproex
Tried Dilantin and Lamictol at one point,Other,Divalproex
They never fully stopped the seizure activity,Ineffective,Divalproex
Once I have learned to take my pills faithfully and have the correct dose it has become a HUGE BLESSING in my life,Effective,Divalproex
" I am ""normal""",Effective,Divalproex
" I have some of the side effect (weight gain, depression, hair falls out) but to me it is worth it to lead a normal functioning life",Adverse,Divalproex
I also went through pregnancy on Depakote and I have a healthy 2 year old,Effective,Divalproex
"""Insurance covers generic only",Other,Divalproex
" The generic medication changes from manufacture to manufacture, the different brand changes from month to month can lead to breakthrough seizures",Other,Divalproex
In order to prevent that I must either pay out of pocket about $450 or find a generic about $10 that works,Other,Divalproex
I found one generic that works well and go from pharmacy to pharmacy tracking that one down,Effective,Divalproex
"""Makes me so drowsy all the time",Adverse,Divalproex
I'm on 1000mg a day,Other,Divalproex
Gained 40 pounds,Adverse,Divalproex
Affects my work and grad school,Adverse,Divalproex
Slows down my brain and gives me anxiety,Adverse,Divalproex
" Icing on the cake is I’m balding now at age 24""",Adverse,Divalproex
